sample_id,source_video_id,window_id,noise_level,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
NL_STATIC_DENSE_V003_W0075,NL_STATIC_DENSE_V003,75,30,71.22,74.11,1.46,0.997,2.61,2.1316,77.99,1.35,0.997333,2.666667,-6.77,0
NL_STATIC_DENSE_V003_W0076,NL_STATIC_DENSE_V003,76,30,72.96,75.92,0.6,0.995,2.56,0.36,76.203333,1.603333,0.996667,2.653333,-3.243333,0
NL_STATIC_DENSE_V003_W0077,NL_STATIC_DENSE_V003,77,30,70.4,72.19,0.9,0.992,2.56,0.81,74.273333,1.22,0.995333,2.616667,-3.873333,0
NL_STATIC_DENSE_V003_W0078,NL_STATIC_DENSE_V003,78,30,62.27,65.17,0.95,0.991,2.39,0.9025,71.526667,0.986667,0.994667,2.576667,-9.256667,0
NL_STATIC_DENSE_V003_W0079,NL_STATIC_DENSE_V003,79,30,80.28,82.69,1.42,0.993,2.76,2.0164,68.543333,0.816667,0.992667,2.503333,11.736667,0
NL_STATIC_DENSE_V003_W0080,NL_STATIC_DENSE_V003,80,30,82.1,84.86,0.8,0.996,2.89,0.64,70.983333,1.09,0.992,2.57,11.116667,0
NL_STATIC_DENSE_V003_W0081,NL_STATIC_DENSE_V003,81,30,88.73,90.53,1.76,0.992,3.05,3.0976,74.883333,1.056667,0.993333,2.68,13.846667,0
NL_STATIC_DENSE_V003_W0082,NL_STATIC_DENSE_V003,82,30,87.44,89.3,0.89,0.994,3.03,0.7921,83.703333,1.326667,0.993667,2.9,3.736667,0
NL_STATIC_DENSE_V003_W0083,NL_STATIC_DENSE_V003,83,30,62.74,64.14,1.82,0.997,2.28,3.3124,86.09,1.15,0.994,2.99,-23.35,0
NL_STATIC_DENSE_V003_W0084,NL_STATIC_DENSE_V003,84,30,81.98,84.2,1.51,0.991,2.94,2.2801,79.636667,1.49,0.994333,2.786667,2.343333,0
NL_STATIC_DENSE_V003_W0085,NL_STATIC_DENSE_V003,85,30,78.5,80.99,1.61,0.995,2.68,2.5921,77.386667,1.406667,0.994,2.75,1.113333,0
NL_STATIC_DENSE_V003_W0086,NL_STATIC_DENSE_V003,86,30,86.86,89.19,1.68,0.995,2.99,2.8224,74.406667,1.646667,0.994333,2.633333,12.453333,0
NL_STATIC_DENSE_V003_W0087,NL_STATIC_DENSE_V003,87,30,61.92,64.57,0.94,0.994,2.27,0.8836,82.446667,1.6,0.993667,2.87,-20.526667,0
NL_STATIC_DENSE_V003_W0088,NL_STATIC_DENSE_V003,88,30,82.93,84.75,1.48,0.993,2.8,2.1904,75.76,1.41,0.994667,2.646667,7.17,0
NL_STATIC_DENSE_V003_W0089,NL_STATIC_DENSE_V003,89,30,80.55,81.77,0.93,0.993,2.76,0.8649,77.236667,1.366667,0.994,2.686667,3.313333,0
NL_STATIC_DENSE_V003_W0090,NL_STATIC_DENSE_V003,90,30,69.23,72.06,1.93,0.993,2.51,3.7249,75.133333,1.116667,0.993333,2.61,-5.903333,0
NL_STATIC_DENSE_V003_W0091,NL_STATIC_DENSE_V003,91,30,75.09,76.48,1.79,0.997,2.75,3.2041,77.57,1.446667,0.993,2.69,-2.48,0
NL_STATIC_DENSE_V003_W0092,NL_STATIC_DENSE_V003,92,30,65.38,67.77,0.84,0.991,2.38,0.7056,74.956667,1.55,0.994333,2.673333,-9.576667,0
NL_STATIC_DENSE_V003_W0093,NL_STATIC_DENSE_V003,93,30,60.57,61.91,1.84,0.992,2.3,3.3856,69.9,1.52,0.993667,2.546667,-9.33,0
NL_STATIC_DENSE_V003_W0094,NL_STATIC_DENSE_V003,94,30,71.73,73.2,0.83,1.0,2.62,0.6889,67.013333,1.49,0.993333,2.476667,4.716667,0
NL_STATIC_DENSE_V003_W0095,NL_STATIC_DENSE_V003,95,30,65.15,67.15,1.12,0.999,2.47,1.2544,65.893333,1.17,0.994333,2.433333,-0.743333,0
NL_STATIC_DENSE_V003_W0096,NL_STATIC_DENSE_V003,96,30,80.76,82.17,1.09,0.999,2.76,1.1881,65.816667,1.263333,0.997,2.463333,14.943333,0
NL_STATIC_DENSE_V003_W0097,NL_STATIC_DENSE_V003,97,30,76.82,79.08,1.53,0.993,2.62,2.3409,72.546667,1.013333,0.999333,2.616667,4.273333,0
NL_STATIC_DENSE_V003_W0098,NL_STATIC_DENSE_V003,98,30,70.01,72.59,1.18,0.992,2.63,1.3924,74.243333,1.246667,0.997,2.616667,-4.233333,0
NL_STATIC_DENSE_V003_W0099,NL_STATIC_DENSE_V003,99,30,66.1,67.24,1.82,0.994,2.47,3.3124,75.863333,1.266667,0.994667,2.67,-9.763333,0
